,gene_name,GO_index,bnumber,go_name
1551,sstT,GO:0015175,b3089,neutral amino acid transmembrane transporter activity
1552,sstT,GO:0032329,b3089,serine transport
1553,ygjV,GO:0005887,b3090,integral component of plasma membrane
1554,tdcE,GO:0043875,b3114,2-ketobutyrate formate-lyase activity
1555,tdcE,GO:0005737,b3114,cytoplasm
1556,tdcE,GO:0070689,b3114,L-threonine catabolic process to propionate
1557,tdcE,GO:0016020,b3114,membrane
1558,tdcC,GO:0006865,b3116,amino acid transport
1559,tdcC,GO:0005887,b3116,integral component of plasma membrane
1560,tdcC,GO:0016021,b3116,integral component of membrane
1561,tdcC,GO:0005886,b3116,plasma membrane
1562,tdcB,GO:0004793,b3117,threonine aldolase activity
1563,tdcB,GO:0006567,b3117,threonine catabolic process
1564,tdcB,GO:0016597,b3117,amino acid binding
1565,tdcB,GO:0030170,b3117,pyridoxal phosphate binding
1566,yhaC,GO:0006974,b3121,cellular response to DNA damage stimulus
1567,garL,GO:0005737,b3126,cytoplasm
1568,garL,GO:0019394,b3126,glucarate catabolic process
1569,garL,GO:0008672,b3126,2-dehydro-3-deoxyglucarate aldolase activity
1570,garL,GO:0016830,b3126,carbon-carbon lyase activity
1571,kbaY,GO:0009025,b3137,tagatose-bisphosphate aldolase activity
1572,agaI,GO:0043877,b3141,galactosamine-6-phosphate isomerase activity
1573,yraJ,GO:0006974,b3144,cellular response to DNA damage stimulus
1574,mtr,GO:0005887,b3161,integral component of plasma membrane
1575,rpsO,GO:0022627,b3165,cytosolic small ribosomal subunit
1576,rpsO,GO:0006378,b3165,mRNA polyadenylation
1577,rpsO,GO:0019843,b3165,rRNA binding
1578,rbfA,GO:0030490,b3167,maturation of SSU-rRNA
1579,infB,GO:0003743,b3168,translation initiation factor activity
1580,nusA,GO:0031564,b3169,transcription antitermination
1581,rimP,GO:0042274,b3170,ribosomal small subunit biogenesis
1582,rimP,GO:0006412,b3170,translation
1583,secG,GO:0005886,b3175,plasma membrane
1584,secG,GO:0043952,b3175,protein transport by the Sec complex
1585,secG,GO:0065002,b3175,intracellular protein transmembrane transport
1586,secG,GO:0006886,b3175,intracellular protein transport
1587,folP,GO:0005737,b3177,cytoplasm
1588,folP,GO:0004156,b3177,dihydropteroate synthase activity
1589,folP,GO:0042493,b3177,response to drug
1590,ftsH,GO:0016887,b3178,ATPase activity
1591,ftsH,GO:0006508,b3178,proteolysis
1592,ftsH,GO:0043273,b3178,CTPase activity
1593,ftsH,GO:0008270,b3178,zinc ion binding
1594,ftsH,GO:0030145,b3178,manganese ion binding
1595,ftsH,GO:0016021,b3178,integral component of membrane
1596,dacB,GO:0030288,b3182,outer membrane-bounded periplasmic space
1597,dacB,GO:0009002,b3182,serine-type D-Ala-D-Ala carboxypeptidase activity
1598,murA,GO:0008760,b3189,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
1599,murA,GO:0008760,b3189,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
1600,yrbG,GO:0005887,b3196,integral component of plasma membrane
1601,mtgA,GO:0008955,b3208,peptidoglycan glycosyltransferase activity
1602,elbB,GO:0045828,b3209,positive regulation of isoprenoid metabolic process
1603,elbB,GO:0008299,b3209,isoprenoid biosynthetic process
1604,yhcF,GO:0006974,b3219,cellular response to DNA damage stimulus
1606,nanK,GO:0006974,b3222,cellular response to DNA damage stimulus
1607,rplM,GO:0008270,b3231,zinc ion binding
1608,degQ,GO:0008233,b3234,peptidase activity
1609,degQ,GO:0004252,b3234,serine-type endopeptidase activity
1610,degQ,GO:0006508,b3234,proteolysis
1611,degQ,GO:0071575,b3234,integral component of external side of plasma membrane
1612,degS,GO:0071575,b3235,integral component of external side of plasma membrane
1613,degS,GO:0006508,b3235,proteolysis
1614,degS,GO:0006508,b3235,proteolysis
1615,degS,GO:0008233,b3235,peptidase activity
1616,degS,GO:0008236,b3235,serine-type peptidase activity
1617,mdh,GO:0016615,b3236,malate dehydrogenase activity
1618,mdh,GO:0016615,b3236,malate dehydrogenase activity
1619,mdh,GO:0016491,b3236,oxidoreductase activity
1620,mdh,GO:0006108,b3236,malate metabolic process
1621,mdh,GO:0009061,b3236,anaerobic respiration
1622,mdh,GO:0006113,b3236,fermentation
1623,mdh,GO:0006099,b3236,tricarboxylic acid cycle
1624,mdh,GO:0016615,b3236,malate dehydrogenase activity
1625,mdh,GO:0005737,b3236,cytoplasm
1626,mdh,GO:0006096,b3236,glycolytic process
1627,mdh,GO:0019898,b3236,extrinsic component of membrane
1628,argR,GO:0042150,b3237,plasmid recombination
1629,aaeB,GO:0046942,b3240,carboxylic acid transport
1630,aaeA,GO:0046942,b3241,carboxylic acid transport
1631,aaeR,GO:0006355,b3243,"regulation of transcription, DNA-templated"
1632,aaeR,GO:0006351,b3243,"transcription, DNA-templated"
1633,aaeR,GO:0006352,b3243,"DNA-templated transcription, initiation"
1634,rng,GO:0008996,b3247,ribonuclease G activity
1635,rng,GO:0006364,b3247,rRNA processing
1636,yhdE,GO:0047429,b3248,nucleoside-triphosphate diphosphatase activity
1637,yhdE,GO:0036218,b3248,dTTP diphosphatase activity
1638,yhdE,GO:0036221,b3248,UTP diphosphatase activity
1639,mreB,GO:0051983,b3251,regulation of chromosome segregation
1640,mreB,GO:0051983,b3251,regulation of chromosome segregation
1641,accC,GO:0045717,b3256,negative regulation of fatty acid biosynthetic process
1642,accC,GO:0004075,b3256,biotin carboxylase activity
1643,accC,GO:0006633,b3256,fatty acid biosynthetic process
1644,accC,GO:0005737,b3256,cytoplasm
1645,fis,GO:0043565,b3261,sequence-specific DNA binding
1646,acrE,GO:0042493,b3265,response to drug
1647,acrE,GO:0031226,b3265,intrinsic component of plasma membrane
1648,def,GO:0008270,b3287,zinc ion binding
1649,def,GO:0008270,b3287,zinc ion binding
1650,def,GO:0042586,b3287,peptide deformylase activity
1651,def,GO:0008270,b3287,zinc ion binding
1652,def,GO:0016787,b3287,hydrolase activity
1653,def,GO:0031365,b3287,N-terminal protein amino acid modification
1654,mscL,GO:0016021,b3291,integral component of membrane
1655,mscL,GO:0006811,b3291,ion transport
1656,rpoA,GO:0008270,b3295,zinc ion binding
1657,rpsD,GO:0019843,b3296,rRNA binding
1658,rpsK,GO:0022627,b3297,cytosolic small ribosomal subunit
1659,rpsK,GO:0070181,b3297,small ribosomal subunit rRNA binding
1660,rpsK,GO:0003735,b3297,structural constituent of ribosome
1661,rpsK,GO:0070181,b3297,small ribosomal subunit rRNA binding
1662,rpsM,GO:0022627,b3298,cytosolic small ribosomal subunit
1663,secY,GO:0043952,b3300,protein transport by the Sec complex
1664,secY,GO:0065002,b3300,intracellular protein transmembrane transport
1665,secY,GO:0006886,b3300,intracellular protein transport
1666,secY,GO:0016021,b3300,integral component of membrane
1667,secY,GO:0005886,b3300,plasma membrane
1668,rpsH,GO:0022627,b3306,cytosolic small ribosomal subunit
1669,rpsH,GO:0019843,b3306,rRNA binding
1670,rpsH,GO:0043488,b3306,regulation of mRNA stability
1671,rpsN,GO:0022627,b3307,cytosolic small ribosomal subunit
1672,rpsQ,GO:0022627,b3311,cytosolic small ribosomal subunit
1673,rpsQ,GO:0019843,b3311,rRNA binding
1674,rpsQ,GO:0070181,b3311,small ribosomal subunit rRNA binding
1675,rpsQ,GO:0046677,b3311,response to antibiotic
1676,rpsC,GO:0022627,b3314,cytosolic small ribosomal subunit
1677,rpsS,GO:0022627,b3316,cytosolic small ribosomal subunit
1678,rplB,GO:0008270,b3317,zinc ion binding
1679,rplD,GO:0030371,b3319,translation repressor activity
1680,rpsJ,GO:0022627,b3321,cytosolic small ribosomal subunit
1681,bfr,GO:0016491,b3336,oxidoreductase activity
1682,rpsL,GO:0022627,b3342,cytosolic small ribosomal subunit
1683,fkpA,GO:0005515,b3347,protein binding
1684,fkpA,GO:0042026,b3347,protein refolding
1685,slyD,GO:0005515,b3349,protein binding
1686,slyD,GO:0022417,b3349,protein maturation by protein folding
1687,slyD,GO:0016151,b3349,nickel cation binding
1688,slyD,GO:0009408,b3349,response to heat
1689,slyD,GO:0050821,b3349,protein stabilization
1690,slyD,GO:0003755,b3349,peptidyl-prolyl cis-trans isomerase activity
1691,kefB,GO:0006813,b3350,potassium ion transport
1692,yheT,GO:0050526,b3353,poly(3-hydroxybutyrate) depolymerase activity
1693,crp,GO:0045893,b3357,"positive regulation of transcription, DNA-templated"
1694,crp,GO:0045892,b3357,"negative regulation of transcription, DNA-templated"
1695,argD,GO:0009016,b3359,succinyldiaminopimelate transaminase activity
1696,argD,GO:0003992,b3359,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
1697,rpe,GO:0004750,b3386,ribulose-phosphate 3-epimerase activity
1698,dam,GO:0009007,b3387,site-specific DNA-methyltransferase (adenine-specific) activity
1699,dam,GO:0006298,b3387,mismatch repair
1700,dam,GO:0006298,b3387,mismatch repair
1701,dam,GO:0006261,b3387,DNA-dependent DNA replication
1702,aroB,GO:0003856,b3389,3-dehydroquinate synthase activity
1703,aroB,GO:0005737,b3389,cytoplasm
1704,aroB,GO:0009073,b3389,aromatic amino acid family biosynthetic process
1705,hofQ,GO:0003677,b3391,DNA binding
1706,mrcA,GO:0005887,b3396,integral component of plasma membrane
1707,mrcA,GO:0008955,b3396,peptidoglycan glycosyltransferase activity
1708,mrcA,GO:0009002,b3396,serine-type D-Ala-D-Ala carboxypeptidase activity
1709,yrfG,GO:0008477,b3399,purine nucleosidase activity
1710,yrfG,GO:0016311,b3399,dephosphorylation
1711,hslR,GO:0009408,b3400,response to heat
1712,hslO,GO:0009408,b3401,response to heat
1713,pck,GO:0006094,b3403,gluconeogenesis
1714,envZ,GO:0016310,b3404,phosphorylation
1715,envZ,GO:0046777,b3404,protein autophosphorylation
1716,envZ,GO:0000160,b3404,phosphorelay signal transduction system
1717,envZ,GO:0006470,b3404,protein dephosphorylation
1718,ompR,GO:0045893,b3405,"positive regulation of transcription, DNA-templated"
1719,ompR,GO:0000160,b3405,phosphorelay signal transduction system
1720,ompR,GO:0000156,b3405,phosphorelay response regulator activity
1721,feoA,GO:0006974,b3408,cellular response to DNA damage stimulus
1722,feoB,GO:0006974,b3409,cellular response to DNA damage stimulus
1723,nfuA,GO:0015976,b3414,carbon utilization
1724,nfuA,GO:0016226,b3414,iron-sulfur cluster assembly
1729,glgP,GO:0016052,b3428,carbohydrate catabolic process
1730,glgA,GO:0006974,b3429,cellular response to DNA damage stimulus
1731,glgX,GO:0006974,b3431,cellular response to DNA damage stimulus
1732,glgB,GO:0006974,b3432,cellular response to DNA damage stimulus
1733,asd,GO:0006974,b3433,cellular response to DNA damage stimulus
1734,gntU,GO:0005887,b4476,integral component of plasma membrane
1735,gntK,GO:0046316,b3437,gluconokinase activity
1736,gntK,GO:0046316,b3437,gluconokinase activity
1737,gntR,GO:0006974,b3438,cellular response to DNA damage stimulus
1738,ggt,GO:0042597,b3447,periplasmic space
1739,livF,GO:0015190,b3454,L-leucine transmembrane transporter activity
1740,rpoH,GO:0003677,b3461,DNA binding
1741,rpoH,GO:0016987,b3461,bacterial sigma factor activity
1742,rpoH,GO:0006355,b3461,"regulation of transcription, DNA-templated"
1743,ftsX,GO:0016021,b3462,integral component of membrane
1744,ftsX,GO:0051301,b3462,cell division
1745,ftsX,GO:0032153,b3462,cell division site
1746,ftsE,GO:0005737,b3463,cytoplasm
1747,ftsE,GO:0019898,b3463,extrinsic component of membrane
1748,ftsE,GO:0051301,b3463,cell division
1749,ftsE,GO:0005524,b3463,ATP binding
1750,ftsE,GO:0046677,b3463,response to antibiotic
1751,ftsE,GO:0051301,b3463,cell division
1752,ftsE,GO:0032153,b3463,cell division site
1753,zntA,GO:0010312,b3469,detoxification of zinc ion
1754,zntA,GO:0046686,b3469,response to cadmium ion
1755,zntA,GO:0016887,b3469,ATPase activity
1756,zntA,GO:0006829,b3469,zinc II ion transport
1757,acpT,GO:0008897,b3475,holo-[acyl-carrier-protein] synthase activity
1758,acpT,GO:0018070,b3475,peptidyl-serine phosphopantetheinylation
1759,acpT,GO:0008897,b3475,holo-[acyl-carrier-protein] synthase activity
1760,acpT,GO:0006633,b3475,fatty acid biosynthetic process
1761,nikA,GO:0042597,b3476,periplasmic space
1762,nikA,GO:0016151,b3476,nickel cation binding
1763,nikA,GO:0020037,b3476,heme binding
1764,nikA,GO:0046914,b3476,transition metal ion binding
1765,nikA,GO:0050919,b3476,negative chemotaxis
1766,nikE,GO:0006974,b3480,cellular response to DNA damage stimulus
1767,prlC,GO:0006465,b3498,signal peptide processing
1768,prlC,GO:0005737,b3498,cytoplasm
1769,arsB,GO:0005887,b3502,integral component of plasma membrane
1771,mdtF,GO:0005215,b3514,transporter activity
1772,mdtF,GO:0006855,b3514,drug transmembrane transport
1773,gadW,GO:0006974,b3515,cellular response to DNA damage stimulus
1774,gadX,GO:0006974,b3516,cellular response to DNA damage stimulus
1775,kdgK,GO:0006974,b3526,cellular response to DNA damage stimulus
1776,dctA,GO:0015741,b3528,fumarate transport
1777,dctA,GO:0006974,b3528,cellular response to DNA damage stimulus
1778,dppF,GO:0015232,b3540,heme transporter activity
1779,dppD,GO:0015232,b3541,heme transporter activity
1780,cspA,GO:0009409,b3556,response to cold
1781,cspA,GO:0003677,b3556,DNA binding
1782,cspA,GO:0003727,b3556,single-stranded RNA binding
1783,cspA,GO:0003723,b3556,RNA binding
1784,cspA,GO:0003697,b3556,single-stranded DNA binding
1785,cspA,GO:0060567,b3556,"negative regulation of DNA-templated transcription, termination"
1786,cspA,GO:0001072,b3556,"transcription antitermination factor activity, RNA binding"
1787,insK,GO:0006974,b3558,cellular response to DNA damage stimulus
1788,wecH,GO:0016413,b3561,O-acetyltransferase activity
1790,yiaB,GO:0005887,b3563,integral component of plasma membrane
1791,malS,GO:0042597,b3571,periplasmic space
1792,malS,GO:0004556,b3571,alpha-amylase activity
1793,malS,GO:0051692,b3571,cellular oligosaccharide catabolic process
1794,yiaO,GO:0006974,b3579,cellular response to DNA damage stimulus
1795,aldB,GO:0045471,b3588,response to ethanol
1796,aldB,GO:0004029,b3588,aldehyde dehydrogenase (NAD) activity
1797,aldB,GO:0016491,b3588,oxidoreductase activity
1798,aldB,GO:0006974,b3588,cellular response to DNA damage stimulus
1799,yibH,GO:0006974,b3597,cellular response to DNA damage stimulus
1800,lldP,GO:0005887,b3603,integral component of plasma membrane
1801,lldP,GO:0006974,b3603,cellular response to DNA damage stimulus
1802,lldR,GO:0006974,b3604,cellular response to DNA damage stimulus
1803,gpsA,GO:0046474,b3608,glycerophospholipid biosynthetic process
1804,gpsA,GO:0047952,b3608,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
1805,secB,GO:0006605,b3609,protein targeting
1806,secB,GO:0015031,b3609,protein transport
1807,secB,GO:0043952,b3609,protein transport by the Sec complex
1808,envC,GO:0042493,b3613,response to drug
1809,envC,GO:0016787,b3613,hydrolase activity
1810,envC,GO:0042597,b3613,periplasmic space
1811,envC,GO:0000920,b3613,cell separation after cytokinesis
1812,envC,GO:0000920,b3613,cell separation after cytokinesis
1813,envC,GO:0001896,b3613,autolysis
1814,envC,GO:0032153,b3613,cell division site
1815,envC,GO:0000920,b3613,cell separation after cytokinesis
1816,tdh,GO:0008743,b3616,L-threonine 3-dehydrogenase activity
1817,tdh,GO:0005737,b3616,cytoplasm
1818,tdh,GO:0016491,b3616,oxidoreductase activity
1819,tdh,GO:0030145,b3616,manganese ion binding
1820,tdh,GO:0046870,b3616,cadmium ion binding
1821,tdh,GO:0008270,b3616,zinc ion binding
1822,tdh,GO:0006564,b3616,L-serine biosynthetic process
1823,tdh,GO:0006564,b3616,L-serine biosynthetic process
1824,tdh,GO:0030145,b3616,manganese ion binding
1825,kbl,GO:0016874,b3617,ligase activity
1826,kbl,GO:0046872,b3617,metal ion binding
1827,kbl,GO:0030170,b3617,pyridoxal phosphate binding
1828,kbl,GO:0005737,b3617,cytoplasm
1829,kbl,GO:0030170,b3617,pyridoxal phosphate binding
1830,waaA,GO:0016740,b3633,transferase activity
1831,waaA,GO:0016020,b3633,membrane
1832,waaA,GO:0009245,b3633,lipid A biosynthetic process
1833,waaA,GO:0016740,b3633,transferase activity
1834,mutM,GO:0019104,b3635,DNA N-glycosylase activity
1835,mutM,GO:0004519,b3635,endonuclease activity
1836,mutM,GO:0008270,b3635,zinc ion binding
1837,mutM,GO:0046872,b3635,metal ion binding
1838,mutM,GO:0019104,b3635,DNA N-glycosylase activity
1839,mutM,GO:0003906,b3635,DNA-(apurinic or apyrimidinic site) lyase activity
1840,mutM,GO:0006974,b3635,cellular response to DNA damage stimulus
1841,mutM,GO:0003906,b3635,DNA-(apurinic or apyrimidinic site) lyase activity
1842,mutM,GO:0004519,b3635,endonuclease activity
1843,mutM,GO:0019104,b3635,DNA N-glycosylase activity
1844,mutM,GO:0004519,b3635,endonuclease activity
1845,mutM,GO:0004519,b3635,endonuclease activity
1846,mutM,GO:0019104,b3635,DNA N-glycosylase activity
1847,mutM,GO:0003684,b3635,damaged DNA binding
1848,slmA,GO:0003677,b3641,DNA binding
1849,slmA,GO:0010974,b3641,negative regulation of division septum assembly
1850,slmA,GO:0043547,b3641,positive regulation of GTPase activity
1851,slmA,GO:0003677,b3641,DNA binding
1852,slmA,GO:0032272,b3641,negative regulation of protein polymerization
1853,slmA,GO:0000918,b3641,division septum site selection
1854,slmA,GO:0010974,b3641,negative regulation of division septum assembly
1855,pyrE,GO:0005737,b3642,cytoplasm
1856,pyrE,GO:0004588,b3642,orotate phosphoribosyltransferase activity
1857,pyrE,GO:0000287,b3642,magnesium ion binding
1858,pyrE,GO:0000287,b3642,magnesium ion binding
1859,pyrE,GO:0006221,b3642,pyrimidine nucleotide biosynthetic process
1860,dinD,GO:0006974,b3645,cellular response to DNA damage stimulus
1861,ligB,GO:0003911,b3647,DNA ligase (NAD+) activity
1862,rpoZ,GO:0030880,b3649,RNA polymerase complex
1865,adeD,GO:0000034,b3665,adenine deaminase activity
1866,adeD,GO:0006146,b3665,adenine catabolic process
1867,adeD,GO:0030145,b3665,manganese ion binding
1868,adeD,GO:0046101,b3665,hypoxanthine biosynthetic process
1869,uhpC,GO:0005886,b3667,plasma membrane
1870,uhpC,GO:0016020,b3667,membrane
1871,uhpC,GO:0031226,b3667,intrinsic component of plasma membrane
1872,glvC,GO:0008643,b3683,carbohydrate transport
1873,ibpB,GO:0009408,b3686,response to heat
1874,ibpA,GO:0009408,b3687,response to heat
1876,cbrA,GO:0004174,b3690,electron-transferring-flavoprotein dehydrogenase activity
1877,cbrA,GO:0050660,b3690,flavin adenine dinucleotide binding
1878,cbrA,GO:0051539,b3690,"4 iron, 4 sulfur cluster binding"
1879,yidA,GO:0050308,b3697,sugar-phosphatase activity
1880,yidA,GO:0000287,b3697,magnesium ion binding
1881,yidA,GO:0016791,b3697,phosphatase activity
1882,gyrB,GO:0008094,b3699,DNA-dependent ATPase activity
1883,gyrB,GO:0003677,b3699,DNA binding
1884,gyrB,GO:0009330,b3699,DNA topoisomerase complex (ATP-hydrolyzing)
1885,gyrB,GO:0006265,b3699,DNA topological change
1886,gyrB,GO:0005524,b3699,ATP binding
1887,gyrB,GO:0042493,b3699,response to drug
1888,gyrB,GO:0003918,b3699,DNA topoisomerase type II (ATP-hydrolyzing) activity
1889,gyrB,GO:0003677,b3699,DNA binding
1890,gyrB,GO:0006351,b3699,"transcription, DNA-templated"
1891,gyrB,GO:0005737,b3699,cytoplasm
1892,recF,GO:0000731,b3700,DNA synthesis involved in DNA repair
1893,recF,GO:0009411,b3700,response to UV
1894,dnaN,GO:0006974,b3701,cellular response to DNA damage stimulus
1895,dnaA,GO:0006275,b3702,regulation of DNA replication
1896,dnaA,GO:0006260,b3702,DNA replication
1897,dnaA,GO:0043565,b3702,sequence-specific DNA binding
1898,rnpA,GO:0006396,b3704,RNA processing
1899,rnpA,GO:0001682,b3704,tRNA 5'-leader removal
1900,yidC,GO:0032977,b3705,membrane insertase activity
1901,yidC,GO:0016021,b3705,integral component of membrane
