,gene_name,product,start,stop,strand,operon,length,cog
b1583,ynfB,DUF1283 domain-containing protein YnfB,1655808,1656149,+,speG;ynfB,342,Function unknown
b1584,speG,spermidine <i>N</i>-acetyltransferase,1656184,1656744,+,speG;ynfB,561,"Translation, ribosomal structure and biogenesis"
b1585,ynfC,UPF0257 family lipoprotein YnfC,1656747,1657457,-,ynfC,711,Function unknown
b1587,ynfE,putative selenate reductase YnfE,1658069,1660495,+,dmsD;ynfH;ynfG;ynfF;ynfE,2427,Energy production and conversion
b1588,ynfF,putative selenate reductase YnfF,1660556,1662979,+,dmsD;ynfH;ynfG;ynfF;ynfE,2424,Amino acid transport and metabolism
b1589,ynfG,putative oxidoreductase YnfG,1662990,1663607,+,dmsD;ynfH;ynfG;ynfF;ynfE,618,Energy production and conversion
b1590,ynfH,putative menaquinol dehydrogenase,1663609,1664463,+,dmsD;ynfH;ynfG;ynfF;ynfE,855,Function unknown
b1591,dmsD,redox enzyme maturation protein DmsD,1664506,1665120,+,dmsD;ynfH;ynfG;ynfF;ynfE,615,Function unknown
b1592,clcB,putative chloride:H<sup>+</sup> antiporter ClcB,1665315,1666571,+,clcB,1257,Inorganic ion transport and metabolism
b1593,ynfK,putative dethiobiotin synthetase,1666524,1667219,-,ynfK;mlc,696,Coenzyme transport and metabolism
b1594,mlc,DNA-binding transcriptional repressor Mlc,1667344,1668564,-,ynfK;mlc,1221,Carbohydrate transport and metabolism
b1595,ynfL,putative DNA-binding transcriptional regulator,1668699,1669592,-,ynfL,894,Transcription
b1596,ynfM,putative transporter YnfM,1669699,1670952,+,ynfM,1254,Carbohydrate transport and metabolism
b1597,asr,acid shock protein,1671376,1671684,+,asr,309,No COG Annotation
b1599,mdtI,multidrug/spermidine efflux pump membrane subunit MdtI,1672820,1673149,-,mdtJ;mdtI,330,Inorganic ion transport and metabolism
b1600,mdtJ,multidrug/spermidine efflux pump membrane subunit MdtJ,1673136,1673501,-,mdtJ;mdtI,366,Inorganic ion transport and metabolism
b1601,tqsA,G6859-MONOMER,1673913,1674947,+,tqsA,1035,Function unknown
b1602,pntB,pyridine nucleotide transhydrogenase subunit &beta;,1674972,1676360,-,pntB;pntA,1389,Energy production and conversion
b1603,pntA,pyridine nucleotide transhydrogenase subunit &alpha;,1676371,1677903,-,pntB;pntA,1533,Energy production and conversion
b1604,ydgH,DUF1471 domain-containing protein YdgH,1678427,1679371,+,ydgH,945,Function unknown
b1605,ydgI,putative arginine:ornithine antiporter,1679557,1680939,+,folM;ydgI,1383,Amino acid transport and metabolism
b1606,folM,dihydromonapterin reductase,1680976,1681698,+,folM;ydgI,723,Function unknown
b1607,ydgC,GlpM family protein,1681695,1682030,-,ydgC,336,Function unknown
b1608,rstA,"Phosphorylated DNA-binding transcriptional regulator RstA // ""DNA-binding transcriptional regulator RstA""",1682159,1682878,+,rstB;rstA,720,Signal transduction mechanisms
b1609,rstB,"sensory histidine kinase RstB - phosphorylated // ""sensory histidine kinase RstB""",1682882,1684183,+,rstB;rstA,1302,Signal transduction mechanisms
b1610,tus,DNA replication terminus site-binding protein,1684259,1685188,+,tus,930,"Replication, recombination and repair"
b1611,fumC,fumarase C,1685185,1686588,-,fumC;fumA,1404,Energy production and conversion
b1612,fumA,fumarase A,1686731,1688377,-,fumC;fumA,1647,Energy production and conversion
b1613,manA,MANNPISOM-MONOMER,1688576,1689751,+,manA,1176,Carbohydrate transport and metabolism
b1614,ydgA,DUF945 domain-containing protein YdgA,1689852,1691360,+,ydgA,1509,Function unknown
b1615,uidC,outer membrane porin family protein UidC,1691586,1692851,-,uidC;uidB;uidA,1266,"Intracellular trafficking, secretion, and vesicular transport"
b1616,uidB,glucuronide:H<sup>+</sup> symporter,1692890,1694263,-,uidC;uidB;uidA,1374,Carbohydrate transport and metabolism
b1618,uidR,DNA-binding transcriptional repressor UidR,1696462,1697052,-,uidR,591,Transcription
b1620,malI,DNA-binding transcriptional repressor MalI,1698152,1699180,-,malI,1029,Transcription
b1621,malX,PTS enzyme IIBC component MalX,1699355,1700947,+,malX;malY,1593,Carbohydrate transport and metabolism
b1622,malY,negative regulator of MalT activity/cystathionine &beta;-lyase,1700957,1702129,+,malY;malX,1173,Amino acid transport and metabolism
b1623,add,adenosine deaminase,1702233,1703234,+,add,1002,Nucleotide transport and metabolism
b1624,ydgJ,putative oxidoreductase YdgJ,1703268,1704308,-,ydgJ,1041,Function unknown
b1625,cnu,H-NS- and StpA-binding protein,1704949,1705164,+,cnu,216,Function unknown
b1626,ydgK,DUF2569 domain-containing inner membrane protein YdgK,1705250,1705690,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,441,Function unknown
b1627,rsxA,SoxR [2Fe-2S] reducing system protein RsxA,1705767,1706348,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,582,Energy production and conversion
b1628,rsxB,SoxR [2Fe-2S] reducing system protein RsxB,1706348,1706926,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,579,Energy production and conversion
b1629,rsxC,SoxR [2Fe-2S] reducing system protein RsxC,1706919,1709141,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,2223,Energy production and conversion
b1630,rsxD,SoxR [2Fe-2S] reducing system protein RsxD,1709142,1710200,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,1059,Energy production and conversion
b1631,rsxG,SoxR [2Fe-2S] reducing system protein RsxG,1710204,1710824,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,621,Energy production and conversion
b1632,rsxE,SoxR [2Fe-2S] reducing system protein RsxE,1710828,1711523,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,696,Energy production and conversion
b1633,nth,endonuclease III,1711523,1712158,+,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK,636,"Replication, recombination and repair"
b1635,gstA,glutathione <i>S</i>-transferase GstA,1714377,1714982,+,gstA,606,"Posttranslational modification, protein turnover, chaperones"
b1636,pdxY,pyridoxal kinase 2,1715026,1715889,-,pdxY;tyrS;pdxH,864,Coenzyme transport and metabolism
b1637,tyrS,tyrosine&mdash;tRNA ligase,1715948,1717222,-,pdxY;tyrS;pdxH,1275,"Translation, ribosomal structure and biogenesis"
b1638,pdxH,pyridoxal 5-phosphate synthase,1717351,1718007,-,pdxY;tyrS;pdxH,657,Coenzyme transport and metabolism
b1639,mliC,"inhibitor of c-type lysozyme, putative lipoprotein",1718066,1718395,-,mliC,330,Function unknown
b1640,anmK,anhydro-<i>N</i>-acetylmuramic acid kinase,1718493,1719602,-,anmK,1110,"Posttranslational modification, protein turnover, chaperones"
b1641,slyB,outer membrane lipoprotein SlyB,1719876,1720343,+,slyB,468,Cell wall/membrane/envelope biogenesis
b1642,slyA,DNA-binding transcriptional dual regulator SlyA,1720390,1720824,-,slyA,435,Transcription
b1643,ydhI,DUF1656 domain-containing protein YdhI,1721025,1721261,+,ydhK;ydhJ;ydhI,237,No COG Annotation
b1644,ydhJ,putative membrane fusion protein YdhJ,1721264,1722121,+,ydhK;ydhJ;ydhI,858,Defense mechanisms
b1645,ydhK,putative transporter YdhK,1722121,1724133,+,ydhK;ydhJ;ydhI,2013,Function unknown
b1646,sodC,superoxide dismutase (Cu-Zn),1724134,1724655,-,sodC,522,Inorganic ion transport and metabolism
b1648,ydhL,DUF1289 domain-containing protein YdhL,1725681,1725920,-,ydhL,240,Function unknown
b1649,nemR,DNA-binding transcriptional repressor NemR,1726023,1726622,+,gloA;nemA;nemR,600,Transcription
b1650,nemA,<i>N</i>-ethylmaleimide reductase,1726659,1727756,+,gloA;nemA;nemR,1098,Energy production and conversion
b1651,gloA,glyoxalase I,1727837,1728244,+,gloA;nemA;nemR,408,Amino acid transport and metabolism
b1652,rnt,RNase T,1728347,1728994,+,rnt;lhr,648,"Replication, recombination and repair"
b1653,lhr,putative ATP-dependent helicase Lhr,1729087,1733703,+,lhr;rnt,4617,"Replication, recombination and repair"
b1654,grxD,glutaredoxin 4,1733754,1734101,-,grxD,348,"Posttranslational modification, protein turnover, chaperones"
b1655,mepH,G6892-MONOMER,1734435,1735250,+,mepH,816,Cell wall/membrane/envelope biogenesis
b1656,sodB,superoxide dismutase (Fe),1735378,1735959,+,sodB,582,Inorganic ion transport and metabolism
b1657,ydhP,putative transporter YdhP,1736121,1737290,-,ydhP,1170,Carbohydrate transport and metabolism
b1658,purR,DNA-binding transcriptional repressor PurR,1737844,1738869,+,purR,1026,Transcription
b1659,ydhB,putative LysR family DNA-binding transcriptional regulator YdhB,1738866,1739798,-,ydhB,933,Transcription
b1660,ydhC,putative transporter YdhC,1739911,1741122,+,ydhC,1212,Inorganic ion transport and metabolism
b1661,cfa,cyclopropane fatty acyl phospholipid synthase,1741413,1742561,+,cfa,1149,Cell wall/membrane/envelope biogenesis
b1662,ribC,riboflavin synthase,1742601,1743242,-,ribC,642,Coenzyme transport and metabolism
b1663,mdtK,multidrug efflux pump MdtK,1743457,1744830,+,mdtK,1374,Defense mechanisms
b1664,ydhQ,putative adhesin-related protein YdhQ,1744871,1746127,-,ydhQ,1257,Cell wall/membrane/envelope biogenesis
b1667,ydhR,putative monooxygenase YdhR,1746700,1747005,+,ydhR,306,Function unknown
b1668,ydhS,FAD/NAD(P) binding domain-containing protein YdhS,1747131,1748735,+,ydhS,1605,Function unknown
b1669,ydhT,uncharacterized protein YdhT,1748747,1749559,-,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY,813,Function unknown
b1670,ydhU,putative cytochrome YdhU,1749563,1750348,-,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY,786,Energy production and conversion
b1671,ydhX,putative 4Fe-4S ferredoxin-like protein YdhX,1750345,1751013,-,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY,669,Energy production and conversion
b1672,ydhW,uncharacterized protein YdhW,1751077,1751724,-,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY,648,Function unknown
b1673,ydhV,putative oxidoreductase YdhV,1751728,1753830,-,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY,2103,Energy production and conversion
b1674,ydhY,putative 4Fe-4S ferredoxin-like protein YdhY,1753851,1754477,-,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY,627,Energy production and conversion
b1675,fumD,fumarase D,1754932,1755141,-,fumD,210,Function unknown
b1676,pykF,pyruvate kinase I,1755698,1757110,+,pykF,1413,Carbohydrate transport and metabolism
b1677,lpp,murein lipoprotein,1757421,1757657,+,lpp,237,Cell wall/membrane/envelope biogenesis
b1678,ldtE,"L,D-transpeptidase LdtE",1757721,1758725,-,ldtE,1005,Function unknown
b1679,sufE,sulfur carrier protein SufE,1758874,1759290,-,sufE;sufS;sufD;sufC;sufB;sufA,417,Function unknown
b1680,sufS,L-cysteine desulfurase,1759303,1760523,-,sufE;sufS;sufD;sufC;sufB;sufA,1221,Amino acid transport and metabolism
b1681,sufD,Fe-S cluster scaffold complex subunit SufD,1760520,1761791,-,sufE;sufS;sufD;sufC;sufB;sufA,1272,"Posttranslational modification, protein turnover, chaperones"
b1682,sufC,Fe-S cluster scaffold complex subunit SufC,1761766,1762512,-,sufE;sufS;sufD;sufC;sufB;sufA,747,"Posttranslational modification, protein turnover, chaperones"
b1683,sufB,Fe-S cluster scaffold complex subunit SufB,1762522,1764009,-,sufE;sufS;sufD;sufC;sufB;sufA,1488,"Posttranslational modification, protein turnover, chaperones"
b1684,sufA,iron-sulfur cluster insertion protein SufA,1764018,1764386,-,sufE;sufS;sufD;sufC;sufB;sufA,369,Function unknown
b1685,ydiH,protein YdiH,1764934,1765122,-,ydiJ;menI;ydiH,189,Function unknown
b1686,menI,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",1765222,1765632,-,ydiJ;menI;ydiH,411,"Secondary metabolites biosynthesis, transport and catabolism"
b1687,ydiJ,putative FAD-linked oxidoreductase,1765629,1768685,-,ydiJ;menI;ydiH,3057,Energy production and conversion
b1688,ydiK,putative transporter YdiK,1769074,1770186,+,ydiK,1113,Function unknown
b1689,ydiL,DUF1870 domain-containing protein YdiL,1770615,1770971,+,ydiL,357,Function unknown
b1690,ydiM,putative exporter YdiM,1771071,1772285,+,ydiM,1215,Carbohydrate transport and metabolism
b1691,ydiN,putative transporter YdiN,1772512,1773777,+,aroD;ydiB;ydiN,1266,Carbohydrate transport and metabolism
b1692,ydiB,quinate/shikimate dehydrogenase,1773789,1774655,+,aroD;ydiB;ydiN,867,Amino acid transport and metabolism
b1693,aroD,3-dehydroquinate dehydratase,1774686,1775444,+,aroD;ydiB;ydiN,759,Amino acid transport and metabolism
b1694,ydiF,putative acetate-CoA transferase YdiF,1775587,1777182,+,ydiO;ydiF,1596,Lipid transport and metabolism
b1696,ydiP,putative DNA-binding transcriptional regulator YdiP,1778390,1779301,-,ydiP,912,Transcription
b1697,ydiQ,putative electron transfer flavoprotein subunit YdiQ,1779617,1780381,+,fadK;ydiT;ydiS;ydiR;ydiQ,765,Energy production and conversion
b1698,ydiR,putative electron transfer flavoprotein subunit YdiR,1780401,1781339,+,fadK;ydiT;ydiS;ydiR;ydiQ,939,Energy production and conversion
b1699,ydiS,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,1781395,1782684,+,fadK;ydiT;ydiS;ydiR;ydiQ,1290,Energy production and conversion
b1700,ydiT,ferredoxin-like protein YdiT,1782681,1782974,+,fadK;ydiT;ydiS;ydiR;ydiQ,294,Energy production and conversion
b1701,fadK,short chain acyl-CoA synthetase,1782977,1784677,+,fadK;ydiT;ydiS;ydiR;ydiQ,1701,Lipid transport and metabolism
b1702,ppsA,phosphoenolpyruvate synthetase,1784734,1787112,-,ppsA,2379,Carbohydrate transport and metabolism
b1703,ppsR,posphoenolpyruvate synthetase regulatory protein,1787445,1788278,+,ppsR,834,Function unknown
b1704,aroH,"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive",1788435,1789481,+,aroH,1047,Amino acid transport and metabolism
b1705,ydiE,PF10636 family protein YdiE,1789613,1789804,+,ydiE,192,Inorganic ion transport and metabolism
b1706,ydiU,UPF0061 family protein YdiU,1789808,1791244,-,ydiU,1437,Function unknown
b1707,ydiV,anti-FlhDC factor,1791307,1792020,-,ydiV,714,Signal transduction mechanisms
b1708,nlpC,NlpC/P60 family lipoprotein NlpC,1792267,1792731,-,nlpC,465,Cell wall/membrane/envelope biogenesis
b1709,btuD,vitamin B<sub>12</sub> ABC transporter ATP binding subunit,1792809,1793558,-,btuD;btuE;btuC,750,Coenzyme transport and metabolism
b1710,btuE,thioredoxin/glutathione peroxidase,1793558,1794109,-,btuE;btuD;btuC,552,"Posttranslational modification, protein turnover, chaperones"
b1711,btuC,vitamin B<sub>12</sub> ABC transporter membrane subunit,1794172,1795152,-,btuD;btuE;btuC,981,Coenzyme transport and metabolism
b1712,ihfA,integration host factor subunit &alpha;,1795253,1795552,-,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS,300,"Replication, recombination and repair"
b1713,pheT,phenylalanine&mdash;tRNA ligase subunit &beta;,1795557,1797944,-,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS,2388,"Translation, ribosomal structure and biogenesis"
b1714,pheS,phenylalanine&mdash;tRNA ligase subunit &alpha;,1797959,1798942,-,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS,984,"Translation, ribosomal structure and biogenesis"
b1715,pheM,<i>pheST-ihfA</i> operon leader peptide,1799226,1799270,-,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS,45,No COG Annotation
b1716,rplT,50S ribosomal subunit protein L20,1799393,1799749,-,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS,357,"Translation, ribosomal structure and biogenesis"
b1717,rpmI,50S ribosomal subunit protein L35,1799802,1799999,-,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS,198,"Translation, ribosomal structure and biogenesis"
b1719,thrS,threonine&mdash;tRNA ligase,1800642,1802570,-,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS,1929,"Translation, ribosomal structure and biogenesis"
b1722,ydiY,acid-inducible putative outer membrane protein YdiY,1805325,1806083,-,ydiY,759,Cell wall/membrane/envelope biogenesis
b1723,pfkB,6-phosphofructokinase 2,1806370,1807299,+,pfkB,930,Carbohydrate transport and metabolism
b1724,ydiZ,protein YdiZ,1807400,1807690,+,ydiZ,291,Function unknown
b1725,yniA,putative kinase YniA,1807796,1808656,+,yniA,861,Carbohydrate transport and metabolism
b1726,yniB,uncharacterized protein YniB,1808697,1809233,-,yniB,537,Function unknown
b1727,hxpB,hexitol phosphatase B,1809380,1810048,+,hxpB,669,Function unknown
b1728,ydjM,inner membrane protein YdjM,1810211,1810801,+,ydjM,591,Function unknown
b1729,tcyP,cystine/sulfocysteine:cation symporter,1810934,1812325,+,tcyP,1392,Function unknown
b1730,ydjO,protein YdjO,1812329,1813132,-,ydjO,804,No COG Annotation
b1731,cedA,cell division modulator,1813421,1813663,-,cedA,243,"Cell cycle control, cell division, chromosome partitioning"
b1732,katE,catalase HPII,1813867,1816128,+,katE,2262,Inorganic ion transport and metabolism
b1733,chbG,chitin disaccharide deacetylase,1816386,1817135,-,chbG;chbF;chbR;chbA;chbC;chbB,750,Function unknown
b1734,chbF,monoacetylchitobiose-6-phosphate hydrolase,1817148,1818500,-,chbG;chbF;chbR;chbA;chbC;chbB,1353,Carbohydrate transport and metabolism
b1735,chbR,DNA-binding transcriptional dual regulator ChbR,1818605,1819447,-,chbG;chbF;chbR;chbA;chbC;chbB,843,Transcription
b1736,chbA,"<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIA component",1819455,1819805,-,chbG;chbF;chbR;chbA;chbC;chbB,351,Carbohydrate transport and metabolism
b1738,chbB,"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme IIB component",1821299,1821619,-,chbG;chbF;chbR;chbA;chbC;chbB,321,Carbohydrate transport and metabolism
b1739,osmE,osmotically-inducible lipoprotein OsmE,1821918,1822256,-,osmE,339,Transcription
b1740,nadE,"NAD synthetase, NH<sub>3</sub>-dependent",1822458,1823285,+,nadE,828,Coenzyme transport and metabolism
b1741,cho,endonuclease of nucleotide excision repair,1823515,1824402,+,cho,888,"Replication, recombination and repair"
b1743,spy,ATP-independent periplasmic chaperone,1825140,1825625,-,spy,486,Cell motility
b1744,astE,SUCCGLUDESUCC-MONOMER,1825955,1826923,-,astE;astB;astD;astA;astC,969,Amino acid transport and metabolism
b1745,astB,<i>N</i>-succinylarginine dihydrolase,1826916,1828259,-,astE;astB;astD;astA;astC,1344,Amino acid transport and metabolism
b1746,astD,aldehyde dehydrogenase,1828256,1829734,-,astE;astB;astD;astA;astC,1479,Energy production and conversion
b1748,astC,succinylornithine transaminase,1830762,1831982,-,astE;astB;astD;astA;astC,1221,Amino acid transport and metabolism
b1749,xthA,exodeoxyribonuclease III,1832428,1833234,+,xthA,807,"Replication, recombination and repair"
b1750,ydjX,DedA family protein YdjX,1833401,1834111,+,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX,711,Function unknown
b1751,ydjY,4Fe-4S ferredoxin-type domain-containing protein YdjY,1834116,1834793,+,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX,678,Function unknown
b1752,ydjZ,DedA family protein YdjZ,1834808,1835515,+,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX,708,Function unknown
b1753,ynjA,AhpD-like domain-containing protein YnjA,1835515,1836063,+,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX,549,Function unknown
b1754,ynjB,putative ABC transporter periplasmic binding protein YnjB,1836073,1837239,+,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX,1167,Function unknown
b1755,ynjC,putative ABC transporter membrane subunit YnjC,1837212,1838747,+,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX,1536,Function unknown
b1756,ynjD,putative ABC transporter ATP-binding protein YnjD,1838747,1839400,+,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX,654,Function unknown
b1757,ynjE,molybdopterin synthase sulfurtransferase,1839467,1840774,+,ynjE,1308,Inorganic ion transport and metabolism
b1758,ynjF,CDP-alcohol phosphatidyltransferase domain-containing protein YnjF,1840783,1841403,-,ynjF,621,Lipid transport and metabolism
b1759,nudG,5-hydroxy-CTP diphosphatase,1841490,1841897,+,nudG,408,"Replication, recombination and repair"
b1760,ynjH,DUF1496 domain-containing protein YnjH,1841863,1842135,-,ynjH,273,Function unknown
b1761,gdhA,glutamate dehydrogenase,1842371,1843714,+,gdhA,1344,Amino acid transport and metabolism
b1763,topB,DNA topoisomerase III,1844999,1846960,-,topB;selD;ydjA,1962,"Replication, recombination and repair"
b1764,selD,"selenide, water dikinase",1846965,1848008,-,topB;selD;ydjA,1044,Amino acid transport and metabolism
b1765,ydjA,putative oxidoreductase YdjA,1848125,1848676,-,topB;ydjA;selD,552,Energy production and conversion
b1766,sppA,"protease IV, a signal peptide peptidase",1848837,1850693,+,sppA,1857,"Posttranslational modification, protein turnover, chaperones"
